lat,lon,mean,median,std,min,max,count
7.5,94.5,23.639617086752637,23.6606905,1.2467006222830117,18.100273,27.428675,5118
8.5,73.5,24.01580389699726,24.013145,1.2244715368648726,19.011333,28.198442,19349
8.5,76.5,22.7745986858167,22.849768,1.2449436085216976,17.404247,27.084099,20087
8.5,77.5,23.943829434808585,24.091898,1.3340642566087928,18.395992,27.997456,20087
8.5,78.5,24.431412841688655,24.697775,1.607346274001837,18.248917,28.388079,20087
9.5,76.5,22.336477571613482,22.396843,1.2556195509958006,16.809046,26.815338,20087
9.5,77.5,22.55303229143227,22.75,1.4080058007977148,16.847504,26.753576,20087
9.5,78.5,23.180840219345846,23.590757,1.9495669245273082,16.189705,27.747028,20087
9.5,79.5,24.524486540897097,24.90614,2.0363753528037662,16.869747,29.284218,20087
9.5,92.5,23.745509786729457,23.81257,1.2786819256340918,17.861372,28.25673,11891
10.5,75.5,20.902327757156367,21.07187,1.498212783029079,14.878752,25.62417,20087
10.5,76.5,19.381899391745904,19.624832,1.5625623315126396,13.048006,24.266144,20087
10.5,77.5,20.615215467366955,21.051687,1.8976633664394398,13.442461,25.344803,20087
10.5,78.5,24.134863245780853,24.618671,2.222281585740204,16.226301,29.004894,20087
10.5,79.5,24.52228469253746,24.922832,2.152617091399617,16.520382,29.53054,20087
10.5,92.5,23.70906806719334,23.785678,1.275924187158887,17.822617,28.134726,11772
11.5,72.5,21.81482741335022,22.072433,1.6865734646921389,15.175669,26.51619,19348
11.5,75.5,19.76188303499776,20.060856,1.696494829790001,12.628686,24.624258,20087
11.5,76.5,18.880188238612035,19.288553,1.838865331982505,11.467485,23.756393,20087
11.5,77.5,19.72320567225071,20.215084,2.0229064824459115,12.018621,24.879364,20087
11.5,78.5,23.413106618185893,23.95205,2.3822582007978386,15.1285925,28.763523,20087
11.5,79.5,24.536763932344304,24.899075,2.1559689935720194,16.959007,29.570541,20087
11.5,92.5,23.68328611827957,23.760393,1.2763786712381235,17.827778,28.00945,11625
12.5,74.5,20.225310454647285,20.609539,1.8520218770093775,12.713034,24.939468,20087
12.5,75.5,19.788660251431274,20.189806,1.8488129975415428,11.822669,24.521898,20087
12.5,76.5,16.921049508662318,17.56,2.121018454911714,8.87,21.707523,20087
12.5,77.5,19.840066627818988,20.45,2.319541345302593,11.627445,25.389027,20087
12.5,78.5,21.363049677751782,22.077166,2.6267227110292786,12.033066,27.424917,20087
12.5,79.5,23.704054990640714,24.223726,2.6419782126196254,14.928667,30.046223,20087
12.5,80.5,24.019253143625228,24.451937,2.5574808037852574,15.624698,30.200726,20087
12.5,92.5,23.539382316748657,23.6638765,1.378233754058586,16.54275,27.688753,8944
13.5,74.5,19.654440991959973,20.233934,2.1430779665183146,11.336717,24.821953,20087
13.5,75.5,19.31193350465475,19.88109,2.1016849379835216,11.089817,24.41303,20087
13.5,76.5,18.623776455344252,19.232357,2.1901107981599535,10.0,23.823236,20087
13.5,77.5,19.386774712376166,20.056177,2.4678057546846834,10.11,25.4281,20087
13.5,78.5,20.916094951037984,21.698793,2.8178721797784845,11.053274,26.958824,20087
13.5,79.5,23.029409796659532,23.64,2.866523250540768,13.676593,29.432331,20087
13.5,80.5,23.983613278090306,24.47,2.7410432487349805,15.298603,30.538078,20087
14.5,74.5,21.039249537536715,21.75167,2.4336106512785385,12.196417,26.601715,20087
14.5,75.5,19.55631675583711,20.35,2.480764971640175,10.449605,25.12416,20087
14.5,76.5,19.106085634091702,19.87,2.514329017809301,9.01,25.126148,20087
14.5,77.5,21.021157263852242,21.791904,2.9241392206901575,10.51,28.224009,20087
14.5,78.5,22.081094083636184,22.876118,3.0785869323717554,11.712434,28.713577,20087
14.5,79.5,23.42915528105242,24.079649,3.0102598934447,13.8685875,30.60894,20087
14.5,80.5,24.03176682465399,24.642516999999998,2.9772881204906607,14.3437195,31.456741,20086
15.5,73.5,21.917630589137254,22.66,2.536328820313757,12.153137,27.58,20087
15.5,74.5,21.535357502140688,22.301052,2.5084167229451,11.894884,26.976389,20087
15.5,75.5,20.342913590232488,21.212797,2.7142051444241657,10.52,26.02891,20087
15.5,76.5,20.744867449967643,21.558363,2.981123712475762,9.27,27.836063,20087
15.5,77.5,21.66925631933589,22.44724,3.1825940724314936,9.8,29.845285,20087
15.5,78.5,22.853635837631305,23.65113,3.288361666212099,11.95,30.4633,20087
15.5,79.5,23.55574488388012,24.3923,3.3512443333435282,12.650198,31.487207,20087
15.5,80.5,23.69337493087569,24.499641,3.2620600203460963,13.169775,31.833632,20087
16.5,73.5,21.98639917023448,22.782381,2.606774025150482,11.904451,27.86,20087
16.5,74.5,20.69371780631752,21.67,2.8034712240283,10.313241,26.44405,20087
16.5,75.5,20.0860010646438,21.06989,2.976553992229312,9.527545,27.118755,20087
16.5,76.5,20.95905342293523,21.691893,3.2137025360947806,9.7,28.674282,20087
16.5,77.5,21.20647952180515,21.950455,3.416881075135582,9.35,29.661467,20087
16.5,78.5,21.414702906332455,22.201136,3.4920540866504597,10.165044,30.074476,20087
16.5,79.5,22.708311306516652,23.583536,3.4844067663126315,11.168314,31.300518,20087
16.5,80.5,23.424889371832528,24.254126,3.3542159454758407,12.449902,31.872467,20087
16.5,81.5,23.473059845895357,24.285769,3.2379128688534506,12.924045,32.080864,20087
16.5,82.5,23.558553278626903,24.4139345,3.1918205814440164,13.306258,31.644968,20086
17.5,73.5,20.493401939712253,21.43,2.808417160840816,9.52,26.531137,20087
17.5,74.5,19.28839782048091,20.458508,3.2047928430201043,7.8661275,26.967386,20087
17.5,75.5,20.033506765644447,21.215025,3.3805847387621992,8.59493,28.07072,20087
17.5,76.5,20.444257907751282,21.358162,3.545933416009245,8.33,28.981478,20087
17.5,77.5,20.847640823219,21.627625,3.5895639479851154,9.13,29.32441,20087
17.5,78.5,21.297933100612337,22.26,3.80282774188849,9.100103,30.35953,20087
17.5,79.5,22.09805092913327,23.165228,3.906878884662842,9.427393,31.399883,20087
17.5,80.5,22.47349510932444,23.386673,3.5149912777859935,10.896348,31.71999,20087
17.5,81.5,22.294064125578736,23.22554,3.31865741888999,11.397587,31.069809,20087
17.5,82.5,22.583678174184715,23.548943,3.2588214938157236,11.47,30.755615,20085
17.5,83.5,22.482877780355455,23.63,3.4771756607346553,10.82,30.531544,20087
18.5,72.5,21.34058978120177,22.403904,3.085980312670272,9.62,27.702461,20087
18.5,73.5,20.450822685169513,21.61,3.2201341329080795,8.6,27.37,20087
18.5,74.5,19.122617314133517,20.393696,3.502593206184638,7.1570845,27.245369,20087
18.5,75.5,19.06007022730124,20.520868,4.094759379574586,6.4,28.615547,20087
18.5,76.5,20.018076535540402,21.248684,4.034415950478602,7.34,29.684385,20087
18.5,77.5,20.488731813585904,21.601513,4.046589089034437,8.43,30.009703,20087
18.5,78.5,20.95730156740678,22.0537,4.037568286693875,8.97,30.385326,20087
18.5,79.5,21.681510266142283,22.86,4.146303705035981,9.108481,31.678316,20087
18.5,80.5,21.60842725777866,22.814901,3.943805819420726,9.16964,31.57943,20087
18.5,81.5,22.122426836660527,23.156616,3.523019795300265,10.31,31.324276,20087
18.5,82.5,21.961806057201173,23.189938,3.6398772256795646,9.88,30.700775,20087
18.5,83.5,21.508945845447304,22.887365,3.87741348861996,8.95,29.659575,20087
18.5,84.5,22.164150661870863,23.686121,4.058898497671982,9.28,30.191692,20087
19.5,72.5,20.71805755899338,22.138254,3.789871685279771,7.75,27.769463,20087
19.5,73.5,20.27935700036342,21.739893,3.8170432829067433,7.53,27.55215,20087
19.5,74.5,18.489264702728132,20.130198,4.370259547990809,4.856477,28.226994,20087
19.5,75.5,19.270380544536266,20.85,4.3716972615237,5.5310836,29.931274,20087
19.5,76.5,19.77857005002738,21.362097,4.605672994302212,6.03,30.761433,20087
19.5,77.5,20.642230397704985,22.003435,4.61193132407554,7.3313427,31.614216,20087
19.5,78.5,21.025412072514563,22.428474,4.662458718083953,7.3659067,31.997875,20087
19.5,79.5,21.37747485038582,22.830648,4.759288490014956,7.9740367,32.50371,20087
19.5,80.5,20.988668037362473,22.479143,4.525627248930272,7.83,31.914982,20087
19.5,81.5,20.729800600433116,22.315742,4.5745546390662115,7.2,31.89711,20087
19.5,82.5,20.823065960695974,22.343973,4.196860273885962,7.34,29.76848,20087
19.5,83.5,21.43206572952656,23.017448,4.234210502983031,8.41,30.007584,20087
19.5,84.5,21.47335720973764,23.141586,4.3283178526230905,8.4,29.825338,20087
19.5,85.5,21.53923747560611,23.226305,4.273498035636301,8.66,30.23101,20087
20.5,70.5,21.160007144232587,22.612938,4.662527406387047,6.9,28.84119,20087
20.5,71.5,21.48901911659282,23.055536,4.440209642708447,7.51,29.147385,20087
20.5,72.5,21.180865700438094,22.75154,4.155696340378884,7.54,28.320591,20087
20.5,73.5,21.044262062408524,22.636866,4.153189614725458,7.3876796,28.649982,20087
20.5,74.5,19.385090588773835,21.069754,4.401881848162752,5.664561,28.451376,20087
20.5,75.5,19.55828042200428,21.184948,4.6158095235961465,5.728158,30.202314,20087
20.5,76.5,20.135906753417633,21.72,4.79435201578469,5.776692,31.911198,20087
20.5,77.5,20.301373909702793,21.77873,4.6994107974773645,6.1374187,31.748436,20087
20.5,78.5,20.91038176277692,22.487955,4.999440357991769,6.3892665,32.315254,20087
20.5,79.5,20.478552604704536,22.126616,5.012311149544498,6.17,32.107082,20087
20.5,80.5,20.76087175637975,22.597897,5.158896125964795,6.58,32.874332,20087
20.5,81.5,19.880197534987804,21.910791,5.194224422580003,5.5,31.189875,20087
20.5,82.5,19.84073550285757,21.83,5.145020014105034,5.43,30.35875,20087
20.5,83.5,20.721174768511972,22.611055,4.901402628560506,6.77,30.73696,20087
20.5,84.5,21.163424949425,22.9,4.533465783198758,7.76,30.317917,20087
20.5,85.5,21.351126776298106,23.11312,4.4116287722800624,8.3543,30.169394,20087
20.5,86.5,22.091317279373694,23.8298045,4.2570461242084505,9.7522,30.599356,20086
21.5,69.5,21.621541120923983,23.033514,4.625958908145421,7.61,29.541904,20087
21.5,70.5,21.329690258191864,22.79,4.736968569727617,7.056457,28.816753,20087
21.5,71.5,20.974649477049834,22.617506,4.810851884825991,6.2555757,28.866423,20087
21.5,72.5,21.49644644164883,23.325415,4.7680700009437915,7.368227,29.57731,20087
21.5,73.5,20.360248674550707,22.329397,4.920707724052413,5.5387945,29.01,20087
21.5,74.5,19.959151167277344,21.912888,4.956371288647202,5.027085,29.11,20087
21.5,75.5,19.460324031259024,21.274246,4.965424859191285,4.7376556,30.618874,20087
21.5,76.5,19.648367939737145,21.419048,5.147141513825754,4.728091,31.36627,20087
21.5,77.5,19.648000787897647,21.371674,5.182807558537298,4.92,31.337923,20087
21.5,78.5,19.444958141683678,21.11933,5.099636203320776,4.2535625,31.010773,20087
21.5,79.5,19.162712838537363,21.096046,5.490388619544402,3.63,31.175438,20087
21.5,80.5,19.70571468745955,21.699625,5.460598931395405,4.55,32.21774,20087
21.5,81.5,19.464472292462787,21.440128,5.578901734328523,4.6753125,31.27753,20087
21.5,82.5,20.24982087128989,22.30463,5.267697049300468,5.4811125,31.21044,20087
21.5,83.5,19.568784046856177,21.604458,5.338950043559441,4.7016125,30.337046,20087
21.5,84.5,19.962954986608253,21.996092,5.099315169411526,5.7168183,30.513336,20087
21.5,85.5,21.04347840147359,23.083073,4.867962866293644,7.505019,30.451838,20087
21.5,86.5,21.39965642857214,23.4433925,4.824269287640482,7.9375143,30.391823,20086
21.5,87.5,22.460537812008365,24.414772499999998,4.639526693115913,9.43,31.119802,20086
21.5,88.5,22.706341635666632,24.722711,4.728774252188166,9.23,31.547884,20086
22.5,69.5,21.583508993641708,23.090101,4.999525471606532,7.02,29.68691,20084
22.5,70.5,21.51194013520685,23.068764,4.933514686287325,6.95,29.255478,20087
22.5,71.5,21.052857384368,22.888039,5.1060202529451395,5.335956,29.381317,20087
22.5,72.5,21.146759091616467,23.012287,5.02821597062703,6.5129957,30.196356,20087
22.5,73.5,20.78266331849455,22.738636,5.064032032303892,6.175521,30.018053,20087
22.5,74.5,19.66656168114701,21.66947,5.197170189230472,4.7309055,29.494692,20087
22.5,75.5,18.872588989276647,20.919262,5.638511385704259,3.5934558,29.394455,20087
22.5,76.5,18.426878125299947,20.361418,5.917390952895107,2.5205688,30.10947,20087
22.5,77.5,18.142833879753073,20.102081,6.012991797847791,1.8263283,30.402172,20087
22.5,78.5,18.16937127438144,20.07733,5.8624799076932534,2.3,30.661144,20087
22.5,79.5,18.588447501742422,20.619059,5.918643177464383,2.7,31.461138,20087
22.5,80.5,18.81985932213372,20.837103,5.834112675599831,3.31,31.3,20087
22.5,81.5,19.002536196714292,21.019846,5.832044654124783,3.737886,31.194622,20087
22.5,82.5,19.449480489366255,21.481182,5.60220920102448,4.492543,31.136414,20087
22.5,83.5,19.31465467011002,21.386065,5.68427753679875,4.2944365,31.233118,20087
22.5,84.5,19.541879970284263,21.804829,5.549473870717373,4.94994,30.078835,20087
22.5,85.5,19.63680272828836,21.919787,5.488191659001025,4.9775934,29.746712,20086
22.5,86.5,20.91700175936971,23.155908,5.309898499941169,6.84,30.763762,20086
22.5,87.5,21.944250249103852,24.1597845,5.128827065391163,8.08,31.072014,20086
22.5,88.5,22.099845452255302,24.246841000000003,5.016115513724416,8.13,30.882078,20086
22.5,92.5,18.059412908659233,19.528954,5.244555289000621,4.833787,25.95,19459
23.5,68.5,21.565194158195247,23.06,5.05418289118315,6.88,30.256699,20036
23.5,69.5,21.38480675730432,22.954914,5.1201757921381885,6.61,30.534933,20084
23.5,70.5,21.37076496416588,23.010908,5.218902164415887,6.0804353,31.012135,20087
23.5,71.5,20.071279078608054,22.029984,5.393130870678642,4.4079156,29.96853,20087
23.5,72.5,19.176841529392146,21.269333,5.783364633911581,3.537158,29.8943,20087
23.5,73.5,19.27527129979091,21.28,5.51988859509391,3.870584,29.650919,20087
23.5,74.5,18.81582647264898,20.851685,5.672462867241018,3.8899813,29.305502,20087
23.5,75.5,18.782217663638175,20.75,5.814755134558326,3.1057014,30.145985,20087
23.5,76.5,18.3780785837009,20.333145,6.252616671771263,2.3360481,31.51095,20087
23.5,77.5,18.48229094225619,20.454542,6.175019104965859,1.9467049,31.618805,20087
23.5,78.5,18.531264556354856,20.51,6.248145560060944,2.345049,31.39,20087
23.5,79.5,18.357304760790562,20.37304,6.221722945895771,1.976233,31.39,20087
23.5,80.5,18.464712096111914,20.501627,6.45891915918224,1.91,31.9404,20087
23.5,81.5,18.14618955998407,20.026136,6.468333058915691,1.64,31.32573,20087
23.5,82.5,18.587453581072335,20.5905,6.206909925015735,2.7751017,31.055798,20087
23.5,83.5,19.003401178642903,21.142885,5.86806369686719,4.02,31.158236,20087
23.5,84.5,18.744909290312144,21.06753,5.939693382719864,3.46,29.950315,20087
23.5,85.5,19.257723353026986,21.5872415,5.715250939428491,3.76,29.35469,20086
23.5,86.5,20.010043591999402,22.3150325,5.550194541106643,5.01,30.175308,20086
23.5,87.5,20.34892734186,22.628964500000002,5.439800700783288,5.45,30.023056,20086
23.5,88.5,21.377242941212785,23.612024499999997,5.267472589195284,6.78,30.772242,20086
23.5,91.5,17.98644293066275,19.59102,5.232903489387712,4.4,26.010885,20083
